epoch,train_loss,test_loss
1,0.010715830527741542,0.004404531033021513
2,0.007881178598255677,0.004283421737738733
3,0.007684078475959026,0.004223188888911948
4,0.0075658567462994425,0.004186148212233268
5,0.007422456412333869,0.004172038847535251
6,0.007360857911563708,0.004163223717572483
7,0.007382354618655472,0.004160859832998178
8,0.007192888161728395,0.004159411981676478
9,0.007126960483677788,0.004153088482887731
10,0.007085047735594521,0.0041446464977883506
11,0.007050269981838088,0.004135990098207367
12,0.007020038194261249,0.004128192584422771
13,0.006993581682814197,0.004121087187041457
14,0.0069697824904137885,0.004113775155339165
15,0.006946972765810638,0.004106067938295627
16,0.006924402894196509,0.004097876200693618
17,0.006901514598814115,0.004089327718543966
18,0.006878020916186114,0.004080178577790555
19,0.006853868962467916,0.00407007428574524
20,0.006829285972379129,0.004059188998105277
21,0.0068121754280165425,0.004043846429364884
22,0.0067754707405977875,0.004039625103915441
23,0.006752344434579429,0.004029688671131447
24,0.006728041893301653,0.004020348040672015
25,0.006707317929825805,0.004011429450224466
26,0.006688605202186944,0.004003402362999908
27,0.006670705721410257,0.003996229926646153
28,0.006653288489841441,0.003989583563910647
29,0.006636545751479525,0.0039835134613036465
30,0.006620665033810657,0.003978068172804765
31,0.006605791520963145,0.003973180760789173
32,0.0065918887358030745,0.003968718798224578
33,0.006578815520101471,0.003964488444068962
34,0.006566483635934403,0.003960279377357029
35,0.006554895099176703,0.003955938231904003
36,0.006544093390911357,0.003951439190230847
37,0.006534132508857738,0.003946874321344959
38,0.0065250009848474054,0.003942381795857023
39,0.0065165036245256065,0.00393804614370261
40,0.006508357999931163,0.003933836336703144
41,0.0065003924097425244,0.003929664753217213
42,0.006492567375599743,0.003925564551534065
43,0.006484798204564558,0.003921872375973362
44,0.006476896147601939,0.003918956320962063
45,0.006469344928430213,0.00391660352093057
46,0.006463000972680388,0.003914091101807906
47,0.0064571894496479884,0.003911717913632312
48,0.006451365821851092,0.003909423977524576
49,0.006445491584561553,0.003907119668941161
50,0.00643957418503206,0.003904807111122828
51,0.006433681168261407,0.003902514179700829
52,0.0064278879627316775,0.0039002340224241067
53,0.006422241491875481,0.003897976174440602
54,0.006416791694889501,0.003895748123522798
55,0.00641152881176356,0.0038935296731816816
56,0.0064063616901852485,0.003891335200292475
57,0.006401417150268857,0.00388907192756129
58,0.0063969402937732985,0.003886522725114752
59,0.006392508445621363,0.003884226797227337
60,0.006387974395391706,0.003881922085986063
61,0.006383230490218772,0.0038793447742326084
62,0.006379360775634472,0.003876533629015393
63,0.006376326067810416,0.0038741183607394983
64,0.006372105674879961,0.003871838494062109
65,0.006367349519191096,0.003868563886488058
66,0.006365336892302619,0.003866972853604765
67,0.0063590463408841075,0.0038634055339595895
68,0.006357073029952699,0.003861255352578929
69,0.006347343732133168,0.0038588981653096084
70,0.006345087609401021,0.0038577459502148197
71,0.006339695718061821,0.0038561558210208264
72,0.006337120027834204,0.003854553607602563
73,0.006337023199110092,0.003854172123032169
74,0.006327795713078243,0.0038510808724542865
75,0.006323621699150532,0.0038491276998184713
76,0.006320656722635085,0.0038482598454989444
77,0.006316226981924342,0.0038459531015219224
78,0.00631245059108396,0.0038450210011112228
79,0.006310958623954913,0.0038427836499173407
80,0.006303791014872847,0.003843803480763124
81,0.006300274778773635,0.0038411265341970623
82,0.006295279138678848,0.003839801623545946
83,0.006292857723965117,0.003837416111434554
84,0.006286879332106162,0.0038369152736906272
85,0.006283061205542671,0.00383548715947395
86,0.006279178516331388,0.0038342104602946975
87,0.006273984689875841,0.0038323622215415427
