epoch,train_loss,test_loss
1,0.010452761113577359,0.004452859425178391
2,0.007923097087022775,0.0043429421417951215
3,0.007714208596104135,0.0042870337763412465
4,0.007574988752254792,0.004228907222853855
5,0.007406665407080737,0.00419145420278701
6,0.0073218686368080035,0.0041705245644269055
7,0.007262776014539785,0.0041629050380585795
8,0.007114649775057921,0.004154857322067528
9,0.007042358548224646,0.00414452994443184
10,0.00699410894542589,0.00413341689835765
11,0.0069576490611037295,0.004122514433871802
12,0.006927085293934057,0.004113032393683633
13,0.006899872720352552,0.004105337012779452
14,0.006875640301612593,0.004098004311837465
15,0.006853167470947024,0.004089532001128386
16,0.006832978464114952,0.004080466986621107
17,0.006814064664263343,0.004070900625074816
18,0.006795736207737986,0.004061121806103931
19,0.006778070448289232,0.004051501753214212
20,0.006761030111970383,0.004042271706983703
21,0.006744238543660747,0.004033443379366639
22,0.0067275223149546705,0.004025006887615258
23,0.006710795605873335,0.004017023971445383
24,0.006694156006431932,0.004009669337233425
25,0.006677936039276241,0.004003041547350954
26,0.006662748038011803,0.003996771265355168
27,0.006649255738005512,0.003990264038375697
28,0.00663768505011552,0.0039836022844218525
29,0.006627723436525218,0.003977417267880843
30,0.006618507792434534,0.003970783954767369
31,0.006612065192149932,0.003924155832375582
32,0.006606009140208436,0.003957135614925514
33,0.006590659095004931,0.003954943530602597
34,0.006586163328688344,0.003950947218049222
35,0.006580215920021429,0.00394681095917838
36,0.0065733549378949865,0.003940556423759582
37,0.006567018742326478,0.003938265258244321
38,0.006564592667304887,0.0038980895016067782
39,0.006555413727887826,0.003927777708775145
40,0.00654269801559293,0.003928394127004326
41,0.0065398436606290715,0.003925089554424938
42,0.006535042361315846,0.003921164276112934
43,0.006537552195163908,0.003882728674448851
44,0.006523252853269814,0.00390987901748309
45,0.00650967745857303,0.0039117785041858045
46,0.006505068201562331,0.003908104899118663
47,0.006499490439457572,0.0039017078296326524
48,0.006494054833250194,0.0039006221975063974
49,0.006487487597491979,0.003898969424479282
50,0.006481163182385266,0.0038972236257221876
51,0.006474789420357613,0.0038954443760078573
52,0.006468629815742753,0.003893453756915416
53,0.006462989639315146,0.003891115963178863
54,0.0064578989451685,0.0038884735673590147
55,0.006453161939493655,0.0038855079941006957
56,0.006448631747524367,0.003882139771795276
57,0.006444392051536307,0.0038787681106286585
58,0.006440206310278085,0.003875145463273895
59,0.006436212322197026,0.003871985086807728
60,0.006432162424447776,0.0038689617047382753
61,0.006427758787844085,0.0038656413548428994
62,0.006423037365201659,0.0038624089967573922
63,0.006418865040748886,0.003859765534587243
64,0.006414550416670651,0.003856895166268568
65,0.0064104822352222994,0.0038542994688286797
66,0.00640641229729413,0.0038518249066342
67,0.006402329815871092,0.0038496618650588144
68,0.006398626967013757,0.0038477602437788938
69,0.006394565066033891,0.0038460970714988205
70,0.006390922798416987,0.003844507523602262
71,0.006387075001761512,0.003843046735825462
72,0.006384208356556687,0.00384107716191914
73,0.006378943015748503,0.003839521807083596
74,0.006374362088326651,0.0038379048906669842
75,0.006371386289059238,0.003836606539884016
76,0.006366233602245844,0.0038351075976658937
77,0.006362125044529192,0.0038342152495867976
78,0.006357320656734831,0.0038328500620327744
79,0.006353667366189511,0.003830668875327503
80,0.006349290923590317,0.0038300602439971646
81,0.0063460704783861385,0.0038273203269041916
82,0.006340373602766103,0.0038296005858467833
83,0.00633790210395686,0.0038237289587485456
84,0.006333033311202167,0.0038225777911063217
85,0.006328498405542194,0.003821553907266816
86,0.0063242506852050715,0.0038202741679115304
87,0.0063206041793293834,0.003819930049367154
88,0.006318087671131631,0.003818045461301546
89,0.006312557619283068,0.0038175652043883927
90,0.006307532870696478,0.003818664921045624
91,0.006303114337588537,0.003816533960144072
92,0.006297789695769099,0.00381353799503521
93,0.006292898461292005,0.0038121706618418913
94,0.006288186248405033,0.0038102753552920563
95,0.006285438418440165,0.0038064917394687522
96,0.006281765998909837,0.0038082734278799524
97,0.006281814516790871,0.00381506687696292
98,0.00627845688419624,0.0038067093427183434
99,0.006268079337079741,0.0038038345884677826
100,0.006266204597772262,0.003798005300375414
