epoch,train_loss,test_loss
1,0.04604381554417863,0.02083221540010956
2,0.04424062999685919,0.02075604217687077
3,0.04397535608174108,0.020618194824849025
4,0.043706837880001785,0.020455095829323533
5,0.043299915345707075,0.020285578167553605
6,0.042901097930190445,0.020011161277202434
7,0.04243592851355262,0.019696557924243675
8,0.041710070295950384,0.019295261406146413
9,0.04075664022026163,0.01878155197333193
10,0.039465477351635525,0.018073743521279814
11,0.037821453984837605,0.017045561349994662
12,0.03589628290261544,0.016098251546082912
13,0.03405485113744712,0.015178666325892268
14,0.032585084712052036,0.01454970688346053
15,0.031303092639411716,0.014152064418248867
16,0.030293561894533035,0.013899462673712065
17,0.029460382003246507,0.013707438796749866
18,0.02851040696070759,0.013365009736823235
19,0.027552279321014318,0.013023477160714496
20,0.026297242544633344,0.01252673581919088
21,0.024893902491602744,0.011798107301122246
22,0.023374658739581593,0.011275223171786529
23,0.02208882382401004,0.010633077384236286
24,0.020780728221538314,0.010348211281871389
25,0.019813706753408687,0.010305825445256284
26,0.019390250835215304,0.010082188554652878
27,0.01912309458428543,0.009942289065560854
28,0.01890024178302543,0.009746795903961613
29,0.019076972011242168,0.009747941010117635
30,0.019055552761888018,0.009784593153393494
31,0.01899981732092887,0.00959076034968262
32,0.01908209740351954,0.009494681437785368
33,0.018797185590336517,0.009525555214220834
34,0.01870901477526661,0.009450675167213634
35,0.018563953120470152,0.00938230042295302
36,0.01869033417441804,0.009449077674236044
37,0.01862588685688718,0.009332642414967337
38,0.018541683954463744,0.00926123229558316
39,0.018481829087612225,0.00953986710056065
40,0.018289488016775542,0.009151549070528796
41,0.01829142206712436,0.009102162312725032
42,0.017969864058057426,0.00907661536196686
43,0.018062538635926977,0.009071987022619413
44,0.017881305469144026,0.009019659233811083
45,0.017929144156601066,0.009053611561045368
46,0.01771446431666022,0.008948383811523013
47,0.017553417373615307,0.008921654935056379
48,0.01742719701211434,0.008854788693704835
49,0.017113262752308334,0.00878568886115901
50,0.017129907820731934,0.008928822629452455
51,0.016929200418057965,0.008745242494865725
52,0.016659675784491956,0.008779993684136502
53,0.016748926123517974,0.008709848207412815
54,0.016279503087814527,0.008682293947324825
55,0.016367509418480673,0.008635440891243974
56,0.015977560449097383,0.008603056425070565
57,0.01610461125999922,0.008603948131313478
58,0.01592533935726588,0.008578065957144816
59,0.015741366594181638,0.008538036166606823
60,0.015791646777952136,0.008507773852292096
61,0.01550028751207191,0.00849421754303687
62,0.015446813132457389,0.008473176735229264
63,0.0153774410686446,0.008511043011325077
